tas_nit_id,n_points,avg_distance_to_stop,min_distance_to_stop,max_distance_to_stop,nearest_stop_name,street_name,highway_type,center_lat,center_lon,walking_class
29489136_11380591251_STOP269,2,172.4,169.3,175.5,Jalan Ibu Inggit Garnasih,Jalan Dewi Sartika,tertiary,-6.931463818037123,107.60545758295731,Sangat Dekat (<200m)
29489136_11380591251_STOP30,4,78.9,5.1,153.8,Terminal Abdul Muis/Kebon Kalapa,Jalan Dewi Sartika,tertiary,-6.928316968211709,107.60576091362107,Sangat Dekat (<200m)
29489136_11380591251_STOP369,4,139.875,129.8,153.0,SDN Moh. Toha,Jalan Dewi Sartika,tertiary,-6.930114752749509,107.60558346787582,Sangat Dekat (<200m)
29489136_11739021643_STOP269,5,81.68,18.9,169.3,Jalan Ibu Inggit Garnasih,Jalan Ibu Inggit Ganarsih,secondary,-6.931572067324673,107.60453043371422,Sangat Dekat (<200m)
29489138_1014722585_STOP29,4,326.225,276.8,378.0,SDN 020 Lengkong Besar,Jalan Ibu Inggit Ganarsih,secondary,-6.932382684197611,107.61075281992802,Dekat (200-400m)
29489138_1014722585_STOP369,4,233.8,198.2,277.2,SDN Moh. Toha,Jalan Ibu Inggit Ganarsih,secondary,-6.93198305752761,107.60761458527668,Dekat (200-400m)
29489138_1014722585_STOP842,3,352.90000000000003,313.2,393.5,Ciateul,Jalan Ibu Inggit Ganarsih,secondary,-6.9321924966847,107.60918320044992,Dekat (200-400m)
29489138_1831360476_STOP29,4,203.1,128.6,276.8,SDN 020 Lengkong Besar,Jalan Ibu Inggit Ganarsih,secondary,-6.931950844521035,107.6119000804231,Dekat (200-400m)
29489138_2034444650_STOP29,3,320.90000000000003,276.8,365.6,SDN 020 Lengkong Besar,Jalan Sawah Kurung Raya,tertiary,-6.932879890561566,107.61139559496176,Dekat (200-400m)
29489275_2614138769_STOP121,3,216.79999999999998,206.8,227.2,Leuwipanjang Soekarno Hatta,Jalan Raya Cibaduyut,secondary,-6.948321883789684,107.59459745256432,Dekat (200-400m)
29489275_29489276_STOP121,2,246.25,227.2,265.3,Leuwipanjang Soekarno Hatta,Jalan Raya Cibaduyut,secondary,-6.948857951761025,107.59422263357581,Dekat (200-400m)
29489275_29489276_STOP385,6,414.90000000000003,304.1,531.6,Seberang Terminal Leuwipanjang,Jalan Raya Cibaduyut,secondary,-6.9505960870427295,107.59374172082842,Sedang (400-800m)
29489276_29489275_STOP121,1,264.6,264.6,264.6,Leuwipanjang Soekarno Hatta,Jalan Raya Cibaduyut,secondary,-6.949062618542037,107.59414827913936,Dekat (200-400m)
29489276_29489275_STOP385,7,437.6714285714285,303.4,579.1,Seberang Terminal Leuwipanjang,Jalan Raya Cibaduyut,secondary,-6.950810146710494,107.59370257780458,Sedang (400-800m)
29489276_5353902926_STOP385,4,605.175,579.1,632.1,Seberang Terminal Leuwipanjang,Jalan Indrayasa,tertiary,-6.952255059091635,107.59412500390908,Sedang (400-800m)
29489276_9713565227_STOP385,2,603.25,579.1,627.4,Seberang Terminal Leuwipanjang,Jalan Raya Cibaduyut,secondary,-6.952363870332294,107.59341278221007,Sedang (400-800m)
29489276_9713565227_STOP397,5,71.56,6.6,145.5,Terminal Cibaduyut,Jalan Raya Cibaduyut,secondary,-6.961300454013385,107.59384521682448,Sangat Dekat (<200m)
29489276_9713565227_STOP499,17,302.3882352941177,20.3,671.2,TVRI Bandung,Jalan Raya Cibaduyut,secondary,-6.956576317086436,107.59333655567238,Dekat (200-400m)
29489287_13010031522_STOP108,1,86.7,86.7,86.7,Puskesmas Kopo,Jalan Kyai Haji Wahid Hasyim,primary,-6.946928699999998,107.5887787,Sangat Dekat (<200m)
29489287_13010031522_STOP135,15,247.73999999999998,13.6,562.9,SD Negeri 005 Babakan Ciparay,Jalan Kyai Haji Wahid Hasyim,primary,-6.950704789031792,107.58629765972795,Dekat (200-400m)
29489287_13010031522_STOP396,2,101.80000000000001,91.4,112.2,Barat Simpang Kopo Caringin,Jalan Kyai Haji Wahid Hasyim,primary,-6.947501671085545,107.58841646340552,Sangat Dekat (<200m)
29489287_29489275_STOP108,6,139.78333333333333,82.5,232.3,Puskesmas Kopo,Jalan Cibaduyut,tertiary,-6.947271415742453,107.58985518757885,Sangat Dekat (<200m)
29489287_29489275_STOP121,1,200.2,200.2,200.2,Leuwipanjang Soekarno Hatta,Jalan Cibaduyut,tertiary,-6.948514099585743,107.59396230286688,Dekat (200-400m)
29489287_29489275_STOP385,6,153.45000000000002,126.1,195.8,Seberang Terminal Leuwipanjang,Jalan Cibaduyut,tertiary,-6.948008829444286,107.59246434545584,Sangat Dekat (<200m)
29489287_307882486_STOP108,1,86.7,86.7,86.7,Puskesmas Kopo,Jalan Caringin,secondary,-6.946928699999998,107.5887787,Sangat Dekat (<200m)
29489287_307882486_STOP396,7,118.39999999999999,6.1,255.9,Barat Simpang Kopo Caringin,Jalan Caringin,secondary,-6.946553916867453,107.5870146465829,Sangat Dekat (<200m)
29489287_307882486_STOP598,3,199.20000000000002,148.9,249.5,DPKP Kota Bandung,Jalan Caringin,secondary,-6.946009512948841,107.58482410786685,Sangat Dekat (<200m)
29489287_6616389060_STOP108,3,46.9,17.0,86.7,Puskesmas Kopo,Jalan Kyai Haji Wahid Hasyim,primary,-6.946552656432714,107.58902938600556,Sangat Dekat (<200m)
29489290_588189886_STOP135,1,1059.0,1059.0,1059.0,SD Negeri 005 Babakan Ciparay,Jalan Kopo Sayati,primary,-6.957035499999996,107.5820558,Jauh (>800m)
29489323_1980735013_STOP570,3,64.53333333333333,18.5,112.1,Simpang Reog - Martanegara 2,Jalan R.A.A. Martanegara,secondary,-6.934220526675371,107.63214880916756,Sangat Dekat (<200m)
29489323_1980735013_STOP707,5,84.67999999999999,23.8,174.0,Sesko TNI,Jalan R.A.A. Martanegara,secondary,-6.933617129057571,107.62950431736037,Sangat Dekat (<200m)
29489323_1980735013_STOP708,2,186.2,161.4,211.0,Simpang Reog - Martanegara,Jalan R.A.A. Martanegara,secondary,-6.933980496549227,107.63104446669712,Sangat Dekat (<200m)
29489323_1980735013_STOP722,3,38.266666666666666,12.1,55.8,SPBU Sesko TNI,Jalan R.A.A. Martanegara,secondary,-6.933183836888442,107.62774879039382,Sangat Dekat (<200m)
29489323_3068325990_STOP570,1,18.5,18.5,18.5,Simpang Reog - Martanegara 2,Jalan Reog,tertiary,-6.934303400000002,107.6325931,Sangat Dekat (<200m)
29489323_3068325990_STOP708,3,65.33333333333333,15.1,115.6,Simpang Reog - Martanegara,Jalan Reog,tertiary,-6.935199115750552,107.63248190191435,Sangat Dekat (<200m)
29489323_3068325990_STOP709,4,56.325,12.0,112.5,Jalan Reog,Jalan Reog,tertiary,-6.936750049770361,107.6321864599766,Sangat Dekat (<200m)
29489323_3068325990_STOP710,2,26.200000000000003,4.7,47.7,Kantor Kelurahan Turangga,Jalan Reog,tertiary,-6.939244129226056,107.63114194971996,Sangat Dekat (<200m)
29489323_3068325990_STOP742,3,64.46666666666667,49.6,90.7,Asmarandana - Reog,Jalan Reog,tertiary,-6.938220890672677,107.63162068034528,Sangat Dekat (<200m)
29489323_4146694789_STOP49,1,23.3,23.3,23.3,Simpang Turangga Martanegara,Jalan R.A.A. Martanegara,secondary,-6.934343422184435,107.63346986900608,Sangat Dekat (<200m)
29489323_4146694789_STOP570,2,27.35,18.5,36.2,Simpang Reog - Martanegara 2,Jalan R.A.A. Martanegara,secondary,-6.934293634600688,107.6328073807626,Sangat Dekat (<200m)
29489330_3277874428_STOP252,1,112.1,112.1,112.1,Simpang Laswi Gatot Subroto 2,Jalan Jenderal Gatot Subroto,primary,-6.924659785976578,107.62798974913665,Sangat Dekat (<200m)
29489330_3277874428_STOP253,2,143.95,130.9,157.0,Simpang Laswi Gatot Subroto 1,Jalan Jenderal Gatot Subroto,primary,-6.924812975589965,107.6286504094775,Sangat Dekat (<200m)
29489330_3277874428_STOP522,3,65.23333333333333,15.6,115.1,Seberang Jalan Warta,Jalan Jenderal Gatot Subroto,primary,-6.9261498574517235,107.63318400883095,Sangat Dekat (<200m)
29489330_3277874428_STOP573,2,34.550000000000004,10.9,58.2,Seberang Trans Studio Mall,Jalan Jenderal Gatot Subroto,primary,-6.9275471432026805,107.63576890492641,Sangat Dekat (<200m)
29489330_3277874428_STOP728,3,66.16666666666667,16.0,116.4,Museum Kavaleri,Jalan Jenderal Gatot Subroto,primary,-6.925405068317627,107.63106553749422,Sangat Dekat (<200m)
29489330_3277874428_STOP729,3,78.83333333333333,29.5,128.5,Seberang Museum Kavaleri,Jalan Jenderal Gatot Subroto,primary,-6.925079338978552,107.62974886800392,Sangat Dekat (<200m)
29489330_3277874428_STOP730,2,54.5,29.7,79.3,Jalan Warta,Jalan Jenderal Gatot Subroto,primary,-6.925681812035215,107.63216115812004,Sangat Dekat (<200m)
29489330_3277874428_STOP731,4,66.92500000000001,23.9,130.9,Trans Studio Mall,Jalan Jenderal Gatot Subroto,primary,-6.926897215999613,107.63457859809745,Sangat Dekat (<200m)
29489330_4146694789_STOP49,1,50.5,50.5,50.5,Simpang Turangga Martanegara,Jalan Turangga,secondary,-6.934119627096116,107.63400645653006,Sangat Dekat (<200m)
29489330_4146694789_STOP50,2,25.55,12.5,38.6,Seberang TK Kartika X-2 Jalan Turangga,Jalan Turangga,secondary,-6.928315332005408,107.63580190569014,Sangat Dekat (<200m)
29489330_4146694789_STOP573,1,58.2,58.2,58.2,Seberang Trans Studio Mall,Jalan Turangga,secondary,-6.927657799999994,107.635966,Sangat Dekat (<200m)
29489330_4146694789_STOP574,3,45.43333333333334,16.1,85.1,Seberang STIE Pasundan,Jalan Turangga,secondary,-6.932470853577783,107.63472836584508,Sangat Dekat (<200m)
29489330_4146694789_STOP734,2,57.6,32.7,82.5,Seberang SD Negeri 115 Turangga,Jalan Turangga,secondary,-6.930939848149539,107.63512328376177,Sangat Dekat (<200m)
29489330_4146694789_STOP735,1,4.8,4.8,4.8,SD Negeri 115 Turangga,Jalan Turangga,secondary,-6.931596881884083,107.63495693611016,Sangat Dekat (<200m)
29489330_4146694789_STOP736,4,57.150000000000006,13.8,113.7,Simpang Turangga-Salak,Jalan Turangga,secondary,-6.929626654986357,107.63545924655556,Sangat Dekat (<200m)
29489330_4146694789_STOP737,2,111.15,91.2,131.1,Taman Tri G,Jalan Turangga,secondary,-6.933507605860823,107.63429640589717,Sangat Dekat (<200m)
29489421_1849960227_STOP345,2,27.700000000000003,19.7,35.7,Cikutra,Jalan PH. H. Mustofa,trunk,-6.899791652880815,107.64275411884998,Sangat Dekat (<200m)
29489421_1849960227_STOP355,3,64.8,15.4,114.6,Sekolah Pribadi,Jalan PH. H. Mustofa,trunk,-6.899113052041641,107.63989494598815,Sangat Dekat (<200m)
29489421_1849960227_STOP416,4,66.675,18.7,132.9,STIE Ekuitas,Jalan PH. H. Mustofa,trunk,-6.898748119226878,107.63835527686547,Sangat Dekat (<200m)
29489421_1849960227_STOP417,2,30.5,9.3,51.7,YPKP Sanggabuana,Jalan PH. H. Mustofa,trunk,-6.899374170810727,107.64099457693266,Sangat Dekat (<200m)
29489421_1849960227_STOP528,2,27.5,8.6,46.4,Bekamin,Jalan PH. H. Mustofa,trunk,-6.899582910004105,107.64187434412395,Sangat Dekat (<200m)
29489421_1849960227_STOP57,1,59.2,59.2,59.2,Sukapada,Jalan PH. H. Mustofa,trunk,-6.899948199999995,107.6434139,Sangat Dekat (<200m)
29489421_295556217_STOP344,6,99.89999999999999,13.4,210.9,Cimuncang,Jalan PH. H. Mustofa,trunk,-6.901581420450444,107.64828968974471,Sangat Dekat (<200m)
29489421_295556217_STOP529,7,120.71428571428571,10.6,258.7,Sukapada 2,Jalan PH. H. Mustofa,trunk,-6.9005710249136945,107.64556475517755,Sangat Dekat (<200m)
29489421_295556217_STOP57,2,35.35,11.5,59.2,Sukapada,Jalan PH. H. Mustofa,trunk,-6.899982788827215,107.64363727364753,Sangat Dekat (<200m)
29489421_30236636_STOP57,9,213.0,59.2,401.7,Sukapada,Jalan Cikutra,secondary,-6.898156651811281,107.64357805206834,Dekat (200-400m)
29489421_30236636_STOP638,1,427.5,427.5,427.5,GOR C-TRA,Jalan Cikutra,secondary,-6.895924229654887,107.64352164366454,Sedang (400-800m)
29489421_5205570048_STOP529,7,257.4857142857143,119.6,403.6,Sukapada 2,Jalan Cikutra,secondary,-6.902426059966468,107.64401165204468,Dekat (200-400m)
29489421_5205570048_STOP57,3,71.73333333333333,59.2,85.1,Sukapada,Jalan Cikutra,secondary,-6.90034691971919,107.64355753516197,Sangat Dekat (<200m)
29489421_5205570048_STOP621,2,135.15,111.3,159.0,Pos Polisi Cicadas,Jalan Cikutra,secondary,-6.908064157245341,107.64376696653949,Sangat Dekat (<200m)
29489421_5205570048_STOP623,8,278.0625,202.4,396.7,Gateway Cicadas,Jalan Cikutra,secondary,-6.905808026861138,107.64385691492282,Dekat (200-400m)
29489509_2037649896_STOP134,13,576.3307692307692,496.3,641.9,UNPAR,"['Jalan Cisatu 1', 'Jalan Cisatu', 'Jalan Kapten Tendean']",tertiary,-6.870622881949391,107.6027838955635,Sedang (400-800m)
29489509_2037649896_STOP19,7,603.0714285714286,554.6,636.4,RSAU dr. Salamun,"['Jalan Cisatu 1', 'Jalan Cisatu', 'Jalan Kapten Tendean']",tertiary,-6.868980830591383,107.60494875384022,Sedang (400-800m)
29489509_2037649896_STOP478,1,574.2,574.2,574.2,Borma Setiabudhi,"['Jalan Cisatu 1', 'Jalan Cisatu', 'Jalan Kapten Tendean']",tertiary,-6.8718436516036645,107.60062321651594,Sedang (400-800m)
29489509_2316743947_STOP19,7,464.07142857142856,323.3,609.2,RSAU dr. Salamun,Jalan Ciumbuleuit,secondary,-6.867638342250788,107.60590981003284,Sedang (400-800m)
29489509_2316743959_STOP134,22,284.8727272727273,20.7,621.8,UNPAR,Jalan Ciumbuleuit,secondary,-6.874503650246374,107.60463622110042,Dekat (200-400m)
29489509_2316743959_STOP150,6,307.6333333333333,241.4,393.3,Setiabudi Hegarmanah,Jalan Ciumbuleuit,secondary,-6.880649915174232,107.60382307482091,Dekat (200-400m)
29489509_2316743959_STOP19,2,632.7,609.2,656.2,RSAU dr. Salamun,Jalan Ciumbuleuit,secondary,-6.869210095062309,107.60580485715492,Sedang (400-800m)
29489509_2316743959_STOP66,2,194.55,170.8,218.3,Gandok,Jalan Ciumbuleuit,secondary,-6.882342824119107,107.60444606036029,Sangat Dekat (<200m)
295555957_1681348740_STOP146,1,114.6,114.6,114.6,Surapati Core,Jalan Padasuka,tertiary,-6.901979899999994,107.6535575,Sangat Dekat (<200m)
295555957_3271894417_STOP146,1,114.6,114.6,114.6,Surapati Core,Jalan Padasuka,tertiary,-6.901979899999994,107.6535575,Sangat Dekat (<200m)
295555957_3271894417_STOP626,3,53.4,38.8,79.0,Polsek Cibeunying Kidul,Jalan Padasuka,tertiary,-6.902815792382697,107.65349773253206,Sangat Dekat (<200m)
295555957_5391571114_STOP146,2,89.6,64.6,114.6,Surapati Core,Jalan PH. H. Mustofa,trunk,-6.9019654358308316,107.65333190827837,Sangat Dekat (<200m)
295556217_2477161772_STOP207,3,161.33333333333334,134.8,190.5,Sulaksana,Jalan Cimuncang,tertiary,-6.903921566878092,107.64921970908411,Sangat Dekat (<200m)
295556217_2477161772_STOP344,4,109.075,81.0,153.0,Cimuncang,Jalan Cimuncang,tertiary,-6.902400175326743,107.64964273266966,Sangat Dekat (<200m)
295556217_2477161772_STOP625,3,65.66666666666667,24.3,111.0,Cimuncang,Jalan Cimuncang,tertiary,-6.905249105668879,107.64897331222578,Sangat Dekat (<200m)
295556217_29489421_STOP344,7,102.47142857142856,21.7,220.3,Cimuncang,Jalan PH. H. Mustofa,trunk,-6.901590534005389,107.64842990221405,Sangat Dekat (<200m)
295556217_29489421_STOP529,6,125.35000000000001,7.4,249.2,Sukapada 2,Jalan PH. H. Mustofa,trunk,-6.900616940167988,107.64569646860711,Sangat Dekat (<200m)
295556217_29489421_STOP57,2,26.3,19.6,33.0,Sukapada,Jalan PH. H. Mustofa,trunk,-6.900032219518445,107.64400004022738,Sangat Dekat (<200m)
295556217_5391571114_STOP146,4,82.775,9.2,157.5,Surapati Core,Jalan PH. H. Mustofa,trunk,-6.901854835715741,107.65180120106902,Sangat Dekat (<200m)
295556217_5391571114_STOP344,3,131.1,81.0,181.2,Cimuncang,Jalan PH. H. Mustofa,trunk,-6.901774978460146,107.6502229082473,Sangat Dekat (<200m)
2958252668_1660260879_STOP169,2,25.55,25.0,26.1,Cikapayang Dago 1,Jalan Cikapayang,primary,-6.899026735804453,107.61205292647621,Sangat Dekat (<200m)
2958252668_1660260879_STOP236,1,50.1,50.1,50.1,La Belle Cikapayang,Jalan Cikapayang,primary,-6.899072299999999,107.6127289,Sangat Dekat (<200m)
2958252668_5825261667_STOP236,1,50.1,50.1,50.1,La Belle Cikapayang,Jalan Ir. H. Djuanda,primary,-6.899072299999999,107.6127289,Sangat Dekat (<200m)
2958252669_11180921761_STOP72,1,55.4,55.4,55.4,Balubur Town Square,Jalan Tamansari,secondary,-6.8982796999999945,107.609539,Sangat Dekat (<200m)
2958252669_2325449629_STOP72,1,55.4,55.4,55.4,Balubur Town Square,,trunk_link,-6.8982796999999945,107.609539,Sangat Dekat (<200m)
2958252669_7345830961_STOP72,2,31.9,8.4,55.4,Balubur Town Square,Jalan Tamansari,secondary,-6.898486703544203,107.60944889963773,Sangat Dekat (<200m)
2958261171_1658956030_STOP349,4,98.45,23.5,173.7,Griya Pasteur 1,Jalan Dr. Djunjunan,trunk,-6.895598363873194,107.58916651878229,Sangat Dekat (<200m)
2958261171_1658956030_STOP392,1,20.1,20.1,20.1,Griya Pasteur 2,Jalan Dr. Djunjunan,trunk,-6.894935344339341,107.58825276187407,Sangat Dekat (<200m)
2958261171_1658956030_STOP592,10,129.45999999999998,20.8,269.1,BRI Sukamulya,Jalan Dr. Djunjunan,trunk,-6.89720664897833,107.59188065500337,Sangat Dekat (<200m)
2958261171_1658956030_STOP630,3,71.56666666666666,26.2,118.9,Sukamulya,Jalan Dr. Djunjunan,trunk,-6.894397803078,107.58752607768533,Sangat Dekat (<200m)
2958261173_3048202811_STOP592,2,296.65,271.5,321.8,BRI Sukamulya,Jalan Dr. Djunjunan,trunk,-6.898436743694361,107.59378399601228,Dekat (200-400m)
2958261173_3048202811_STOP80,1,327.7,327.7,327.7,Garunggang Kulon,Jalan Dr. Djunjunan,trunk,-6.8988575929441005,107.59431469522488,Dekat (200-400m)
2958261173_3048202811_STOP81,3,231.20000000000002,181.9,280.3,Djunjunan Paskal,Jalan Dr. Djunjunan,trunk,-6.899458077346537,107.59498938495854,Dekat (200-400m)
2958261173_5353615188_STOP123,6,143.33333333333334,87.8,235.1,Taman Westhoff,Jalan Layang Professor Mochtar Kusumaatmadja,trunk,-6.900262554712261,107.59901539739663,Sangat Dekat (<200m)
2958261173_5353615188_STOP353,2,211.45,186.3,236.6,GKI Pasteur,Jalan Layang Professor Mochtar Kusumaatmadja,trunk,-6.900251534686166,107.60082389074009,Dekat (200-400m)
2958261173_5353615188_STOP592,2,296.15,271.5,320.8,BRI Sukamulya,Jalan Layang Professor Mochtar Kusumaatmadja,trunk,-6.8984632794112954,107.59376112105969,Dekat (200-400m)
2958261173_5353615188_STOP81,9,155.08888888888887,26.4,331.9,Djunjunan Paskal,Jalan Layang Professor Mochtar Kusumaatmadja,trunk,-6.899848412719032,107.59573714605514,Sangat Dekat (<200m)
2958261185_2958261192_STOP81,1,73.7,73.7,73.7,Djunjunan Paskal,Jalan HOS. Cokroaminoto,trunk,-6.900208500000008,107.5974384,Sangat Dekat (<200m)
2958261185_5826215870_STOP81,1,73.7,73.7,73.7,Djunjunan Paskal,Jalan Pasteur,trunk,-6.900208500000008,107.5974384,Sangat Dekat (<200m)
2958261185_9857713262_STOP80,2,69.8,45.3,94.3,Garunggang Kulon,Jalan Pasir Kaliki,primary,-6.899531233622794,107.59741269938974,Sangat Dekat (<200m)
2958261185_9857713262_STOP81,1,73.7,73.7,73.7,Djunjunan Paskal,Jalan Pasir Kaliki,primary,-6.900208500000008,107.5974384,Sangat Dekat (<200m)
2958261186_2958261187_STOP123,3,104.3,94.6,121.4,Taman Westhoff,Jalan Pasteur,trunk,-6.900210711017794,107.59843870394415,Sangat Dekat (<200m)
2958261186_5826215870_STOP123,1,94.6,94.6,94.6,Taman Westhoff,Jalan Pasteur,trunk,-6.900214000000003,107.5979866,Sangat Dekat (<200m)
2958261187_5353724829_STOP123,4,183.4,121.8,248.9,Taman Westhoff,Jalan Pasteur,trunk,-6.900199644462068,107.59957491696142,Sangat Dekat (<200m)
2958261187_5353724829_STOP353,1,224.6,224.6,224.6,GKI Pasteur,Jalan Pasteur,trunk,-6.900202622292997,107.60070503250913,Dekat (200-400m)
2958261192_1658958704_STOP81,1,70.2,70.2,70.2,Djunjunan Paskal,Jalan HOS. Cokroaminoto,trunk,-6.900391899999992,107.5974469,Sangat Dekat (<200m)
2958261192_2958261193_STOP81,1,70.2,70.2,70.2,Djunjunan Paskal,Jalan Dokter Djunjunan,trunk,-6.900391899999992,107.5974469,Sangat Dekat (<200m)
2958261193_2325451114_STOP81,1,61.1,61.1,61.1,Djunjunan Paskal,Jalan Dr. Djunjunan,trunk,-6.900394899999993,107.5973654,Sangat Dekat (<200m)
2958261193_2539998099_STOP81,1,61.1,61.1,61.1,Djunjunan Paskal,Jalan HOS. Cokroaminoto,trunk,-6.900394899999993,107.5973654,Sangat Dekat (<200m)
2962096312_25495439_STOP196,1,79.0,79.0,79.0,Linggawastu,Jalan Wastukancana,primary,-6.904302800000004,107.6047378,Sangat Dekat (<200m)
2962096518_12809237529_STOP483,4,52.3,8.5,98.8,Abdul Rivai,Jalan Abdul Rivai,primary,-6.9044130093970075,107.60358565817492,Sangat Dekat (<200m)
2962096532_10793008394_STOP483,1,69.4,69.4,69.4,Abdul Rivai,Jalan Cihampelas,primary,-6.904182299999994,107.604369,Sangat Dekat (<200m)
2962096532_10793008397_STOP483,1,69.4,69.4,69.4,Abdul Rivai,Jalan Cihampelas,primary,-6.904182299999994,107.604369,Sangat Dekat (<200m)
2962096536_2962096312_STOP483,2,74.15,72.0,76.3,Abdul Rivai,"['Jalan Wastukancana', 'Jalan Cihampelas']",primary,-6.904609867870828,107.60442013026002,Sangat Dekat (<200m)
2962096536_2962096518_STOP483,2,64.45,52.6,76.3,Abdul Rivai,Jalan Cihampelas,primary,-6.904612517711017,107.60433264751074,Sangat Dekat (<200m)
3007950794_2858054060_STOP205,2,47.35,22.8,71.9,Borma Cipadung,Jalan Abdul Haris Nasution,trunk,-6.9269294445342044,107.71098093061883,Sangat Dekat (<200m)
3007950794_2858054060_STOP426,3,49.0,10.7,93.1,Seberang Borma Cipadung,Jalan Abdul Haris Nasution,trunk,-6.9258286495250445,107.71072787794651,Sangat Dekat (<200m)
3007950794_3380407826_STOP205,20,399.105,59.5,792.5,Borma Cipadung,"['Jalan Panghegar', 'Jalan Pangaritan']",tertiary,-6.926504103669927,107.70731262342842,Dekat (200-400m)
3007950794_3380407826_STOP402,7,902.7714285714285,892.8,925.5,RSUD Ujungberung,"['Jalan Panghegar', 'Jalan Pangaritan']",tertiary,-6.923917959641015,107.69957015281686,Jauh (>800m)
3007950794_3380407826_STOP422,4,857.875,817.8,899.4,Seberang Jalan Pasar Induk,"['Jalan Panghegar', 'Jalan Pangaritan']",tertiary,-6.924038684101509,107.69709120165862,Jauh (>800m)
3007950794_3380407826_STOP426,2,863.05,838.6,887.5,Seberang Borma Cipadung,"['Jalan Panghegar', 'Jalan Pangaritan']",tertiary,-6.924880735232991,107.7032388720737,Jauh (>800m)
3007950794_3380407826_STOP427,4,912.625,899.7,928.3,SDN Ciporeat,"['Jalan Panghegar', 'Jalan Pangaritan']",tertiary,-6.924390707312698,107.70197461428178,Jauh (>800m)
3007950794_665709306_STOP205,6,197.35000000000002,71.9,322.8,Borma Cipadung,Jalan Abdul Haris Nasution,trunk,-6.928203562400255,107.7114284736624,Sangat Dekat (<200m)
3007950794_665709306_STOP425,7,151.5,13.1,291.2,SDN Cipadung,Jalan Abdul Haris Nasution,trunk,-6.930776666145688,107.71276817540186,Sangat Dekat (<200m)
302246829_2519403290_STOP504,3,100.0,49.9,150.1,Stikes Dharma Husada,Jalan Terusan Jakarta,primary,-6.9126333506777256,107.6516355764217,Sangat Dekat (<200m)
302246829_2519403290_STOP505,6,76.21666666666667,13.1,140.0,bjb Antapani,Jalan Terusan Jakarta,primary,-6.912430896514995,107.65365715811502,Sangat Dekat (<200m)
302246829_3270416574_STOP504,1,49.9,49.9,49.9,Stikes Dharma Husada,Jalan Purwakarta,tertiary,-6.912689499999991,107.651187,Sangat Dekat (<200m)
30236623_12692455340_STOP162,12,379.2583333333334,193.0,623.5,Masjid Baiturrahman,"['Jalan Cikutra Barat', 'Jalan Sadang Serang', 'Jalan Tubagus Ismail']",secondary,-6.8850607347452515,107.6179235245097,Dekat (200-400m)
30236623_12692455340_STOP265,4,232.2,194.6,276.8,UNIKOM Pascasarjana,"['Jalan Cikutra Barat', 'Jalan Sadang Serang', 'Jalan Tubagus Ismail']",secondary,-6.8840727043956225,107.61482770213384,Dekat (200-400m)
30236623_12692455340_STOP639,2,477.05,452.1,502.0,Nurul Fikri Cikutra,"['Jalan Cikutra Barat', 'Jalan Sadang Serang', 'Jalan Tubagus Ismail']",secondary,-6.892110598812048,107.63052982901446,Sedang (400-800m)
30236623_12692455340_STOP808,19,278.4894736842105,18.8,628.6,SD Negeri 189 Neglasari,"['Jalan Cikutra Barat', 'Jalan Sadang Serang', 'Jalan Tubagus Ismail']",secondary,-6.887239129856546,107.6238973213726,Dekat (200-400m)
30236623_12692455340_STOP91,11,350.43636363636364,228.3,550.8,Terminal Sadang Serang,"['Jalan Cikutra Barat', 'Jalan Sadang Serang', 'Jalan Tubagus Ismail']",secondary,-6.891685303126793,107.62802225581164,Dekat (200-400m)
30236623_1746299906_STOP23,25,476.8,255.3,674.3,Terminal Dago,"['Jalan Cigadung Raya Barat', 'Jalan Cikondang', 'Jalan Raya Golf', 'Jalan Cibeunying Kolot I', 'Jalan Ir. H. Djuanda']",tertiary,-6.865392061193836,107.62479801310494,Sedang (400-800m)
30236623_1746299906_STOP25,5,335.5,327.9,351.4,SPBU Dago Atas,"['Jalan Cigadung Raya Barat', 'Jalan Cikondang', 'Jalan Raya Golf', 'Jalan Cibeunying Kolot I', 'Jalan Ir. H. Djuanda']",tertiary,-6.870126114826188,107.62322794939341,Dekat (200-400m)
30236623_1746299906_STOP32,3,843.1333333333333,806.5,880.2,Kanayakan,"['Jalan Cigadung Raya Barat', 'Jalan Cikondang', 'Jalan Raya Golf', 'Jalan Cibeunying Kolot I', 'Jalan Ir. H. Djuanda']",tertiary,-6.8798607881930876,107.62455019040287,Jauh (>800m)
30236623_1746299906_STOP33,10,599.38,436.0,769.6,Dago Pojok,"['Jalan Cigadung Raya Barat', 'Jalan Cikondang', 'Jalan Raya Golf', 'Jalan Cibeunying Kolot I', 'Jalan Ir. H. Djuanda']",tertiary,-6.8771695321120685,107.62352460177704,Sedang (400-800m)
30236623_1746299906_STOP541,9,323.2555555555556,283.7,398.5,Seberang Poltekesos,"['Jalan Cigadung Raya Barat', 'Jalan Cikondang', 'Jalan Raya Golf', 'Jalan Cibeunying Kolot I', 'Jalan Ir. H. Djuanda']",tertiary,-6.873136066289379,107.62253055841266,Dekat (200-400m)
